_id,name,slug,rootCategory,leafCategory,Price,Brand,Availability,Category,Wearing style,Back design,Driver type,Connectivity,Connector / plug,Microphone,Noise cancelling,Requires amplifier,Device type,Form factor,Amplification,DAC included,Balanced output,Inputs,Outputs,Accessory type,Connector / termination,Compatibility
0IQ2UjkdXJma4iOcjnwqbl,"AudioQuest DragonTail Carbon USB A to C Adapter",audioquest-dragontail-carbon-usb-a-to-c-adapter,accessories,Adapters,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,needs value,needs value
0IQ2UjkdXJma4iOcjnwrjp,"SVS SoundPath Tri-Band Wireless Receiver for SoundPath Wireless Audio Adapter",svs-soundpath-tri-band-wireless-receiver-for-soundpath-wireless-audio-adapter,accessories,Adapters,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,needs value,needs value
0IQ2UjkdXJma4iOcjobwvF,"Ear Pads for Audeze LCD Series Headphones - Fits variants of LCD-2, LCD-3, LCD-4, LCD-X",ear-pads-for-audeze-lcd-series-headphones-fits-variants-of-lcd-2-lcd-3-lcd-4-lcd-x,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
0IQ2UjkdXJma4iOcjocCJs,"Replacement Earpads for Focal Headphones - Stellia, Radiante, Utopia, Clear, ClearMG, Celestee",replacement-earpads-for-focal-headphones-stellia-radiante-utopia-clear-clearmg-celestee,accessories,Earpads,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
0IQ2UjkdXJma4iOcjodDq5,"Memory Foam Isolation Earphone Tips Black 4.9mm Mercury",memory-foam-isolation-earphone-tips-black-4-9mm-mercury,accessories,Eartips,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
0IQ2UjkdXJma4iOcjodeA0,"Memory Foam Isolation Earphone Tips Black - Samsung Galaxy Buds2 Pro",memory-foam-isolation-earphone-tips-black-samsung-galaxy-buds2-pro,accessories,Eartips,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
0IQ2UjkdXJma4iOcjodsEt,"Dekoni Audio Headphone Cleaning Kit with Cleaning Spray and Cloth",dekoni-audio-headphone-cleaning-kit-with-cleaning-spray-and-cloth,accessories,Care & Cleaning,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,N/A: Earpads, eartips, stands, cases and care products have no connector/termination,needs value
3O1ZNp54LWQGln4uEAU7Vs,"Meze Audio 99 Series 2.5mm or 4.4mm Replacement Cable",meze-audio-99-series-2-5mm-or-4-4mm-replacement-cable,accessories,Headphone Cables,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,needs value,needs value
3O1ZNp54LWQGln4uEAUGAa,"64 Audio Premium Pearl Cable (3.5mm)",64-audio-premium-pearl-cable-3-5mm,accessories,Headphone Cables,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,needs value,needs value
3O1ZNp54LWQGln4uEAUGRi,"Meze Audio OFC Mini 4-Pin XLR Replacement Cable",meze-audio-ofc-mini-4-pin-xlr-replacement-cable,accessories,Headphone Cables,needs value,needs value,needs value,needs value,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to headphones products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,N/A: Facet only applies to audio-electronics products; this product is accessories,needs value,needs value,needs value
